,Country,FLUREGION,ALL_INF,date,year,month,dayofyear,cases,title,season
25020,Papua New Guinea,Oceania Melanesia Polynesia,1,2018-06-25,2018,6,176,1,1,2
25021,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-07-02,2018,7,183,0,0,2
25022,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-07-09,2018,7,190,0,1,2
25023,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-07-16,2018,7,197,0,0,2
25024,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-07-23,2018,7,204,0,0,2
25025,Papua New Guinea,Oceania Melanesia Polynesia,1,2018-07-30,2018,7,211,1,1,2
25026,Papua New Guinea,Oceania Melanesia Polynesia,1,2018-08-06,2018,8,218,1,0,2
25027,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-08-13,2018,8,225,0,1,2
25028,Papua New Guinea,Oceania Melanesia Polynesia,1,2018-08-20,2018,8,232,1,1,2
25029,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-08-27,2018,8,239,0,0,2
25030,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-09-03,2018,9,246,0,1,3
25031,Papua New Guinea,Oceania Melanesia Polynesia,4,2018-09-10,2018,9,253,4,1,3
25032,Papua New Guinea,Oceania Melanesia Polynesia,1,2018-09-17,2018,9,260,1,1,3
25033,Papua New Guinea,Oceania Melanesia Polynesia,4,2018-09-24,2018,9,267,4,2,3
25034,Papua New Guinea,Oceania Melanesia Polynesia,1,2018-10-01,2018,10,274,1,1,3
25035,Papua New Guinea,Oceania Melanesia Polynesia,1,2018-10-08,2018,10,281,1,1,3
25036,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-10-15,2018,10,288,0,1,3
25037,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-10-22,2018,10,295,0,2,3
25038,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-10-29,2018,10,302,0,1,3
25039,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-11-05,2018,11,309,0,1,3
25040,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-11-12,2018,11,316,0,2,3
25041,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-11-19,2018,11,323,0,2,3
25042,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-11-26,2018,11,330,0,1,3
25043,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-12-03,2018,12,337,0,2,0
25044,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-12-10,2018,12,344,0,2,0
25045,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-12-17,2018,12,351,0,0,0
25046,Papua New Guinea,Oceania Melanesia Polynesia,0,2018-12-24,2018,12,358,0,0,0
25047,Papua New Guinea,Oceania Melanesia Polynesia,1,2019-01-14,2019,1,14,1,1,0
25048,Papua New Guinea,Oceania Melanesia Polynesia,1,2019-01-21,2019,1,21,1,1,0
25049,Papua New Guinea,Oceania Melanesia Polynesia,2,2019-01-28,2019,1,28,2,1,0
25050,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-02-04,2019,2,35,0,1,0
25051,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-02-11,2019,2,42,0,1,0
25052,Papua New Guinea,Oceania Melanesia Polynesia,1,2019-02-18,2019,2,49,1,1,0
25053,Papua New Guinea,Oceania Melanesia Polynesia,2,2019-03-11,2019,3,70,2,1,1
25054,Papua New Guinea,Oceania Melanesia Polynesia,1,2019-03-18,2019,3,77,1,1,1
25055,Papua New Guinea,Oceania Melanesia Polynesia,2,2019-03-25,2019,3,84,2,1,1
25056,Papua New Guinea,Oceania Melanesia Polynesia,5,2019-04-01,2019,4,91,5,1,1
25057,Papua New Guinea,Oceania Melanesia Polynesia,3,2019-04-08,2019,4,98,3,1,1
25058,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-04-22,2019,4,112,0,1,1
25059,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-05-06,2019,5,126,0,1,1
25060,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-05-13,2019,5,133,0,1,1
25061,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-05-20,2019,5,140,0,1,1
25062,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-05-27,2019,5,147,0,1,1
25063,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-06-03,2019,6,154,0,1,2
25064,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-06-10,2019,6,161,0,1,2
25065,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-06-17,2019,6,168,0,1,2
25066,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-06-24,2019,6,175,0,1,2
25067,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-07-01,2019,7,182,0,1,2
25068,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-07-08,2019,7,189,0,0,2
25069,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-07-15,2019,7,196,0,0,2
25070,Papua New Guinea,Oceania Melanesia Polynesia,1,2019-07-22,2019,7,203,1,0,2
25071,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-07-29,2019,7,210,0,0,2
25072,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-08-05,2019,8,217,0,0,2
25073,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-08-12,2019,8,224,0,0,2
25074,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-08-19,2019,8,231,0,0,2
25075,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-08-26,2019,8,238,0,0,2
25076,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-09-02,2019,9,245,0,0,3
25077,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-09-09,2019,9,252,0,0,3
25078,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-09-16,2019,9,259,0,1,3
25079,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-09-23,2019,9,266,0,0,3
25080,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-09-30,2019,9,273,0,1,3
25081,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-10-07,2019,10,280,0,0,3
25082,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-10-14,2019,10,287,0,0,3
25083,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-10-21,2019,10,294,0,1,3
25084,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-10-28,2019,10,301,0,0,3
25085,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-11-04,2019,11,308,0,1,3
25086,Papua New Guinea,Oceania Melanesia Polynesia,0,2019-11-11,2019,11,315,0,0,3
